time,equity
2009-01-21 15:00:00,9944.086428571429
2009-01-29 10:00:00,9960.790714285717
2009-01-30 10:00:00,9989.910714285716
2009-02-05 10:00:00,9930.778571428573
2009-02-11 14:00:00,9872.218571428572
2009-02-17 12:00:00,9878.673285714285
2009-02-18 12:00:00,9820.182857142858
2009-02-20 15:00:00,9839.157857142856
2009-03-02 11:00:00,9781.855714285715
2009-03-05 12:00:00,9796.408285714286
2009-03-09 12:00:00,9828.172285714289
2009-03-09 14:00:00,9772.771285714287
2009-03-17 15:00:00,9715.038285714289
2009-03-18 10:00:00,9658.971285714284
2009-03-23 13:00:00,9685.031714285711
2009-03-27 10:00:00,9804.640571428567
2009-04-02 09:00:00,9749.983571428565
2009-04-16 11:00:00,9769.275714285712
2009-04-17 09:00:00,9873.336285714284
2009-04-17 13:00:00,9893.380857142858
2009-04-20 10:00:00,9909.09314285714
2009-04-20 14:00:00,9852.516428571425
2009-04-21 15:00:00,9794.126785714285
2009-04-28 14:00:00,9736.833214285713
2009-05-01 11:00:00,9744.822214285718
2009-05-04 14:00:00,9761.707071428573
2009-05-14 09:00:00,9793.586071428579
2009-05-27 13:00:00,9865.688928571435
2009-06-02 11:00:00,9806.19514285715
2009-06-11 10:00:00,9749.870571428575
2009-06-11 15:00:00,9691.501714285718
2009-06-12 13:00:00,9749.487428571429
2009-06-12 16:00:00,9694.485714285713
2009-06-15 13:00:00,9715.536000000002
2009-06-22 09:00:00,9793.20828571429
2009-06-22 12:00:00,9802.499714285721
2009-07-02 13:00:00,9813.860714285724
2009-07-03 10:00:00,9844.00814285715
2009-07-07 10:00:00,9786.07507142858
2009-07-08 14:00:00,9799.004071428584
2009-07-13 15:00:00,9827.44492857144
2009-07-23 14:00:00,9770.379785714296
2009-07-29 13:00:00,9832.00692857144
2009-08-05 16:00:00,9861.766928571442
2009-08-10 10:00:00,9871.726071428584
2009-08-10 14:00:00,9938.783357142862
2009-08-11 11:00:00,9948.61564285715
2009-08-17 09:00:00,10156.887071428575
2009-08-17 12:00:00,10233.669071428578
2009-08-18 13:00:00,10249.800500000007
2009-08-19 09:00:00,10188.911142857152
2009-08-26 14:00:00,10207.39257142858
2009-09-02 15:00:00,10216.32742857144
2009-09-14 13:00:00,10156.814571428578
2009-09-29 15:00:00,10164.452571428577
2009-09-30 10:00:00,10105.933285714289
2009-10-01 12:00:00,10130.389285714291
2009-10-07 14:00:00,10136.96714285715
2009-10-07 16:00:00,10079.05964285715
2009-10-12 10:00:00,10020.368428571439
2009-10-16 14:00:00,10059.654285714298
2009-10-26 15:00:00,10072.730857142868
2009-11-02 15:00:00,10013.93235714287
2009-11-19 13:00:00,10027.259071428582
2009-12-09 14:00:00,9969.725500000011
2009-12-16 15:00:00,9911.438500000013
2009-12-17 10:00:00,9939.409928571444
2009-12-18 13:00:00,9959.500214285727
2009-12-22 12:00:00,9985.782214285724
2009-12-30 16:00:00,10007.579357142875
2010-01-06 16:00:00,9950.339642857163
2010-01-07 12:00:00,9965.162500000015
2010-01-07 15:00:00,9907.23935714287
2010-01-08 13:00:00,9939.941071428586
2010-01-14 12:00:00,9946.1827857143
2010-01-19 09:00:00,9888.977071428584
2010-01-20 12:00:00,9914.877071428586
2010-01-21 10:00:00,9955.987071428584
2010-01-21 13:00:00,9896.385642857153
2010-01-27 09:00:00,9931.795071428582
2010-01-28 16:00:00,9945.301071428576
2010-02-04 10:00:00,9980.469071428568
2010-02-04 16:00:00,10011.26592857142
2010-02-11 12:00:00,10078.222214285706
2010-02-11 14:00:00,10136.187357142851
2010-02-12 14:00:00,10076.752214285709
2010-02-24 09:00:00,10119.844071428566
2010-02-25 15:00:00,10061.149642857137
2010-03-05 13:00:00,10073.958785714274
2010-03-15 12:00:00,10014.939071428556
2010-03-16 12:00:00,9955.81942857141
2010-03-18 15:00:00,9898.450857142841
2010-03-19 14:00:00,9922.515285714266
2010-03-22 09:00:00,9866.446785714264
2010-03-23 13:00:00,9809.480071428545
2010-03-24 13:00:00,9815.286928571404
2010-03-31 09:00:00,9843.864071428548
2010-04-06 14:00:00,9925.419785714263
2010-04-16 14:00:00,9941.194785714259
2010-04-19 14:00:00,9953.484071428546
2010-04-20 09:00:00,9896.021214285687
2010-04-23 14:00:00,9915.694357142835
2010-04-27 11:00:00,9960.31421428569
2010-04-27 15:00:00,9902.392785714264
2010-04-29 10:00:00,9844.065928571406
2010-05-04 09:00:00,9978.395214285692
2010-05-19 14:00:00,9917.739285714268
2010-05-24 10:00:00,9955.839285714264
2010-05-25 09:00:00,10131.517285714262
2010-06-04 13:00:00,10340.589857142832
2010-06-07 09:00:00,10484.31557142855
2010-06-07 15:00:00,10490.65357142855
2010-06-08 11:00:00,10510.127857142841
2010-06-22 09:00:00,10598.723857142839
2010-06-23 14:00:00,10536.323142857122
2010-06-24 15:00:00,10475.986428571408
2010-06-29 10:00:00,10545.936571428549
2010-06-30 11:00:00,10485.130999999978
2010-07-09 14:00:00,10559.621285714258
2010-07-12 14:00:00,10495.808285714249
2010-08-10 15:00:00,10538.288285714247
2010-08-11 16:00:00,10619.694285714246
2010-08-23 09:00:00,10560.724571428529
2010-08-24 10:00:00,10566.066857142812
2010-08-25 15:00:00,10505.728928571385
2010-09-08 15:00:00,10444.078642857097
2010-09-20 14:00:00,10516.932214285667
2010-10-08 12:00:00,10635.931071428518
2010-10-12 10:00:00,10684.38278571423
2010-10-25 09:00:00,10624.12178571423
2010-10-26 13:00:00,10638.521785714229
2010-10-26 15:00:00,10688.357785714228
2010-11-11 10:00:00,10745.499499999944
2010-11-17 09:00:00,10904.101785714229
2010-11-17 13:00:00,10912.375785714228
2010-11-25 12:00:00,10849.81378571423
2010-11-26 12:00:00,10883.809499999943
2010-12-08 14:00:00,10821.280357142801
2010-12-10 14:00:00,10864.801785714224
2010-12-17 15:00:00,10890.101214285654
2010-12-22 15:00:00,10942.902642857081
2011-01-07 13:00:00,10953.288071428511
2011-01-17 10:00:00,10986.157785714233
2011-01-28 16:00:00,11102.446357142799
2011-01-31 10:00:00,11039.0023571428
2011-02-03 12:00:00,11083.64578571423
2011-02-04 14:00:00,11170.080071428512
2011-02-14 15:00:00,11104.06892857137
2011-02-18 11:00:00,11150.696357142806
2011-02-18 13:00:00,11085.610642857093
2011-03-08 11:00:00,11089.729214285666
2011-03-10 14:00:00,11131.012642857097
2011-03-28 11:00:00,11154.792642857095
2011-03-30 15:00:00,11164.055499999946
2011-04-01 13:00:00,11100.074071428524
2011-04-05 14:00:00,11034.183357142814
2011-04-07 13:00:00,10970.897642857104
2011-04-14 14:00:00,10908.777642857105
2011-04-18 15:00:00,10845.928499999964
2011-05-03 14:00:00,10781.871214285677
2011-05-09 09:00:00,10902.268928571391
2011-05-09 15:00:00,10993.47092857139
2011-05-23 14:00:00,10928.816785714247
2011-05-24 11:00:00,10866.635785714252
2011-05-25 09:00:00,10953.784357142824
2011-05-26 09:00:00,10889.558857142823
2011-06-09 14:00:00,10826.32057142854
2011-06-15 15:00:00,10852.345571428543
2011-06-24 10:00:00,10898.199999999972
2011-06-28 09:00:00,10838.021714285687
2011-07-06 15:00:00,10850.084714285684
2011-07-07 14:00:00,10880.41471428568
2011-07-18 14:00:00,10815.826428571394
2011-07-29 13:00:00,10855.059285714253
2011-08-02 15:00:00,10869.05128571425
2011-08-03 10:00:00,10806.134785714248
2011-08-04 16:00:00,10872.461499999961
2011-08-05 13:00:00,10808.260499999964
2011-08-31 09:00:00,10746.100928571394
2011-09-01 10:00:00,10907.534785714248
2011-09-02 10:00:00,10976.54192857139
2011-09-05 10:00:00,10989.78449999997
2011-09-06 09:00:00,11096.724785714257
2011-09-07 16:00:00,11110.314499999971
2011-09-08 15:00:00,11271.465499999971
2011-09-16 16:00:00,11206.291642857113
2011-09-20 09:00:00,11275.894642857116
2011-09-21 14:00:00,11297.869357142832
2011-09-30 14:00:00,11303.522214285687
2011-11-01 09:00:00,11566.137071428542
2011-11-03 10:00:00,11499.526357142828
2011-11-07 12:00:00,11513.387499999973
2011-11-21 15:00:00,11445.796642857118
2011-11-24 11:00:00,11380.300214285688
2011-11-30 13:00:00,11314.903071428544
2011-12-06 09:00:00,11559.513357142832
2011-12-07 15:00:00,11491.476142857116
2011-12-08 12:00:00,11508.720428571396
2011-12-09 10:00:00,11443.45121428568
2011-12-14 09:00:00,11784.427499999962
2011-12-15 09:00:00,11719.258642857107
2011-12-22 10:00:00,11655.269999999964
2011-12-29 12:00:00,11711.789999999959
2012-01-03 11:00:00,11644.089999999962
2012-01-25 14:00:00,11685.612999999963
2012-01-30 12:00:00,11704.710999999968
2012-02-03 11:00:00,11637.412928571397
2012-02-03 15:00:00,11731.10607142854
2012-02-07 15:00:00,11664.872714285677
2012-02-14 15:00:00,11732.036999999958
2012-02-15 12:00:00,11742.961285714251
2012-02-15 14:00:00,11764.421999999964
2012-02-22 14:00:00,11695.994857142823
2012-02-28 09:00:00,11630.22021428568
2012-03-01 10:00:00,11562.976285714249
2012-03-01 16:00:00,11495.670928571388
2012-03-02 14:00:00,11525.167785714248
2012-03-05 11:00:00,11556.069499999958
2012-03-07 16:00:00,11587.549785714242
2012-03-09 15:00:00,11740.31778571424
2012-03-13 09:00:00,11672.842214285673
2012-03-15 10:00:00,11689.9996428571
2012-03-15 13:00:00,11622.88685714281
2012-03-16 13:00:00,11554.829357142811
